id,question,gold
533,কাসাভা চাষে কোন সার কত পরিমাণে দিতে হবে?,সম্পূর্ণ গোবর সার (১০.১৫ টন) ও টিএসপি (১২৫ কেজি) শেষ জমি চাষের সময় ভালভাবে মাটির সাথে মিশিয়ে দিতে হয়।
534,বারি অড়হর-১-এর কাণ্ড সম্পর্কে কী তথ্য আছে?,গাছের কাণ্ড গোড়ার দিকে কাষ্ঠল বর্ণের এবং উপরের দিকে সবুজ।
535,কাঁঠালের মাটি ও জমি নির্বাচন সম্পর্কে কী বলা হয়েছে?,"দোআঁশ, বেলে দোআঁশ, এঁটেল এমন কি কাকুরে মাটিতেও এর চাষ করা যায়।"
536,মেটে আলুর রং-সংক্রান্ত বৈশিষ্ট্য কী?,বোটার গোড়ায় গোলাপী রঙ থাকে।
537,চীনাবাদামের ফসল সংগ্রহের নির্দেশনা কী?,চীনাবাদাম গাছের শতকরা ৭৫-৮০ ভাগ বাদাম যখন পরিপক্ক হয় তখন ফসল উঠানোর সঠিক সময়।
538,লটকন সম্পর্কে মাদা তৈরির পর চারা লাগানোর সময় বিষয়ে কী বলা হয়েছে?,মাদা তৈরির ১৫-২০ দিন পর চারা/কলম লাগাতে হবে।
539,বারি চুইঝাল-১-এর গাছের গঠন বা বৃদ্ধির বৈশিষ্ট্য কী?,গাছ প্রতি প্রাথমিক শাখার সংখ্যা গড়ে ৭৫-৮০টি।
540,কাঁঠাল সম্পর্কে অম্লীয় মাটির উপযোগিতা বিষয়ে কী বলা হয়েছে?,অম্লীয় মাটিতে কাঁঠাল গাছের বৃদ্ধি ভাল হয় বলে অম্ল মাটি কাঁঠাল চাষের জন্য বিশেষ উপযোগী।
541,মিষ্টি মরিচের জিংক ও বোরন প্রযুক্তি কোথায় বা কোন ক্ষেত্রে উপযোগী?,অঞ্চল- কৃষি পরিবেশ অঞ্চল -২৮।
542,পানিকচুর হেক্টরপ্রতি চারার সংখ্যা কত?,প্রতি হেক্টর জমিতে চারার প্রয়োজন ৩৭০০০টি।
543,চীনাবাদামের অঙ্কুর সম্পর্কে কী তথ্য আছে?,বীজ বপনের পূর্বে বীজের অঙ্কুরোদগম হার শতকরা ৮০-৮৫ ভাগ আছে কিনা তা যাচাই করে নিতে হবে।
544,চীনাবাদামের জমিতে পানি জমা ঠেকাতে কী করতে হবে?,"চীনাবাদাম জলাবদ্ধতা সহ্য করতে পারেনা, বিধায় পানি নিষ্কাশনের জন্য সু-ব্যবস্থা থাকা বাঞ্ছনীয়।"
545,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসল সম্পর্কে পাতা জাতীয় সবজি সংগ্রহের সময় বিষয়ে কী বলা হয়েছে?,পাতা জাতীয় সবজি: বপনের ৩০-৩৫ দিন পর সংগ্রহ করা যায়।
546,বারি পানিকচু-৯-এর লতির সংখ্যা ও গড় ওজন সম্পর্কে কী তথ্য আছে?,"প্রতিটি লতির গড় ওজন ৩৩ গ্রাম, দৈর্ঘ্য ৬৪ সেমি এবং ব্যাস প্রায় ১.০ সেমি।"
